0.491032064,0.48928228,0.0182286128,0.00145691924,
0.491032213,0.489279866,0.0182310566,0.00145691959,
0.488176465,0.491794229,0.0185723193,0.00145691948,
0.491028607,0.489284426,0.0182300434,0.00145691936,
0.49102661,0.48928684,0.0182296615,0.00145691959,
0.491027564,0.489286155,0.0182293169,0.00145691959,
0.491020948,0.489293247,0.0182288159,0.00145691936,
0.49102369,0.489290774,0.0182285197,0.00145691936,
0.491019875,0.489295125,0.0182280838,0.00145691936,
0.488180041,0.49179408,0.01856892,0.00145691936,
0.491016805,0.489299089,0.0182271786,0.00145691936,
0.49102211,0.489294171,0.0182268061,0.00145691959,
0.491012424,0.489304245,0.0182263739,0.00145691936,
0.491011351,0.489305645,0.018226061,0.00145691936,
0.491012841,0.489304543,0.0182256643,0.00145691936,
0.491010159,0.489307612,0.0182252731,0.00145691936,
0.491010636,0.489310443,0.0182219762,0.00145691936,
0.491009712,0.489311635,0.0182216931,0.00145691924,
